350
33 188
1 41 104386
33 16 104876
18 33 97608
12 13 104460
25 31 115844
20 9 108357
30 9 35029
13 10 142722
5 15 2352
2 7 117204
32 6 95525
14 35 138709
20 34 201249
21 40 197058
9 10 113773
9 35 165281
24 2 126802
33 36 97869
31 27 43578
21 37 213488
30 8 6231
30 21 214592
34 30 93806
16 29 153100
18 7 62148
31 3 136327
11 5 80370
33 31 53160
25 5 91972
2 32 118156
39 22 67188
11 6 95197
27 6 27447
25 26 220332
34 26 172705
22 7 110956
10 17 126787
4 26 186783
28 12 153455
20 37 58177
14 39 48179
41 26 195798
36 9 76464
8 5 23183
6 37 81882
23 27 37440
30 23 17105
10 40 65764
5 1 15104
28 25 220719
25 15 94324
3 1 113016
20 38 66567
41 10 89191
8 19 100202
1 32 90261
32 28 203904
16 3 193807
16 26 183398
28 9 146824
15 24 92406
7 26 156054
7 36 136358
16 21 102649
18 19 93325
33 10 76231
4 6 130263
31 28 170858
3 34 160295
19 16 128488
15 4 124347
11 38 79780
2 18 99350
35 10 144355
10 31 107599
38 8 118204
17 37 97309
26 24 203318
12 5 24708
26 12 160534
38 6 115389
12 21 217839
3 7 168464
17 35 133664
22 35 178414
19 29 148957
39 25 127950
37 33 77267
39 19 110652
21 22 181647
11 3 169088
29 22 74102
28 40 159537
23 29 73253
22 23 61571
5 36 71103
33 8 34232
8 1 8079
40 4 95909
29 28 147237
1 33 26153
14 13 128874
4 9 144776
10 12 115700
40 5 30790
37 4 111960
25 21 166791
11 39 86140
28 1 143851
5 23 30361
23 13 116826
12 22 55918
11 4 126112
35 15 144852
39 34 112832
7 11 624
32 14 87358
28 26 254562
11 19 30553
36 17 102194
34 18 137909
17 5 31091
9 8 41260
36 12 91107
6 24 104171
33 3 88931
20 21 192996
7 38 80404
24 39 58780
15 38 97373
5 39 35978
20 29 166857
30 25 108924
32 27 82236
21 31 239729
33 7 90795
21 32 171085
21 15 205582
16 14 122409
12 15 22356
34 2 119853
23 20 124548
32 10 131649
12 40 50794
7 5 79746
18 32 18806
4 18 160580
3 37 154936
41 29 140390
9 13 134750
29 1 57996
16 40 94409
40 41 120072
34 25 173530
33 6 56921
25 1 107076
4 14 138900
24 32 128218
21 4 212185
35 8 140179
10 1 80592
9 38 113098
35 13 119829
30 6 32616
20 33 135444
6 25 112340
15 40 28438
25 32 167129
11 29 122832
29 5 42892
6 15 18016
31 18 98462
1 14 27305
34 1 91958
10 28 224443
13 37 148987
24 16 171631
12 34 91207
23 32 105518
35 26 218851
3 5 128120
33 40 10467
41 24 114064
26 2 133659
37 36 122830
31 9 60188
12 33 61261
14 2 55200
36 25 163075
12 38 108323
16 20 90347
9 15 20429
3 20 203047
6 9 38445
35 32 210040
15 11 78018
26 9 158607
13 34 193527
16 27 117287
40 30 17534
19 36 167535
16 35 141604
33 2 79552
38 21 126429
3 12 148124
31 41 100000
28 22 159957
27 37 73297
33 29 84149
18 35 192648
5 20 124395
10 21 250655
31 11 88577
4 33 85442
7 28 208493
10 7 50695
4 36 180998
23 14 42562
8 4 119674
29 32 118049
40 31 42693
27 29 49971
18 11 62772
24 36 63287
36 26 197142
37 22 97428
19 12 97192
37 35 144028
25 9 110049
21 9 221307
7 21 199960
3 40 99398
8 22 54393
31 32 117268
35 38 165384
28 5 128747
11 14 92571
14 19 118266
27 24 97859
27 38 102100
19 31 108567
40 11 80952
28 8 151930
27 2 50078
4 13 151897
14 3 140321
26 29 168707
40 22 62000
36 29 107018
2 25 134971
8 36 79795
11 17 111461
13 18 173024
34 22 112768
13 17 104611
19 35 147436
15 8 20831
39 40 36560
25 13 41282
30 24 81502
32 26 144649
36 22 102313
20 1 109291
9 12 42785
16 11 97935
7 39 85516
5 14 12201
22 20 130378
12 20 144399
34 19 131425
2 30 55247
1 26 125426
30 15 14600
22 15 33562
19 28 234812
5 38 95021
7 13 162515
29 6 56283
31 2 80406
41 16 131708
29 38 137913
14 37 78419
39 3 133890
36 31 98723
21 34 278889
12 16 132103
8 20 113674
24 40 95340
34 17 112649
13 28 245420
21 6 223598
13 39 122443
19 22 137275
33 25 133229
19 6 125750
4 3 174373
22 10 126906
32 33 116414
17 29 73983
16 7 97311
14 12 36909
32 7 80954
35 29 108018
18 6 76719
20 35 202205
40 25 122762
12 29 67600
27 4 125608
18 30 73303
32 15 77509
24 10 85475
37 28 194965
5 35 147204
9 34 99635
15 13 114321
28 30 145699
28 24 195125
15 34 79206
3 21 296456
17 20 155486
15 18 58703
32 38 92216
27 14 19280
37 25 152475
23 8 23336
7 30 62794
6 5 20368
9 39 54055
38 16 23780
20 7 71705
41 4 106801
28 34 210305
12 18 81059
41 37 53272
32 22 106367
16 4 109536
2 16 153207
27 3 135199
36 13 173285
25 16 202180
3 15 125768
3 38 217587
11 24 74944
38 2 138020
41 7 39744
8 29 66075
31 4 138602
14 24 78579
22 3 159330
19 40 111505
32 17 106248
9 27 25156
37 5 66218
4 38 133316
7 15 77394
27 10 102775
9 3 146197
11 22 111580
33 35 117510
12 25 116680
18 25 148323
32 20 125603
16 15 112560
28 27 135826
39 1 20874
2 6 22631
18 17 87442
15 17 33443
31 14 54312
23 1 15257
2 9 61076
23 16 94838
36 20 181007
19 21 231137
25 17 108905
21 39 231120
25 4 110615
36 15 68751
16 10 148006
5 27 7079
4 28 255446
14 8 35384
5 18 56351
19 38 110333
21 35 244253
34 40 81831
38 24 154724
23 18 86712
38 22 63811
7 34 156600
19 5 106065
35 11 158180
23 41 119643
18 8 79534
16 36 132524
35 1 132100
3 10 165162
17 6 51459
37 40 66800
2 19 148381
7 9 96447
24 13 181223
9 19 124142
13 38 204110
29 24 47888
4 30 113443
18 9 38274
17 8 54274
25 19 168876
32 40 105947
26 31 148737
5 2 42999
11 1 65266
9 22 49287
36 34 59657
26 20 200703
24 21 274280
10 18 112843
3 32 157059
8 34 100037
29 18 99243
40 6 46454
5 33 41257
4 17 101596
17 30 48043
21 41 234357
37 34 143072
31 17 67590
9 37 84295
33 34 71364
5 16 110208
23 24 94911
29 13 159565
16 6 130576
35 28 255255
30 27 24031
14 10 107897
2 3 121249
12 4 146703
26 6 156194
28 20 203317
22 30 48162
32 5 75157
10 37 64223
12 39 55982
2 1 53399
40 27 37869
41 27 104577
30 36 73564
5 10 95696
40 36 87402
41 13 174562
6 41 117866
17 1 46195
29 14 30691
8 39 28953
20 18 106797
17 40 61881
18 3 175865
23 34 82260
29 7 122208
18 36 114738
20 27 131474
10 4 161673
17 24 121871
41 14 109699
24 19 105497
27 25 84893
27 33 48336
22 16 78998
1 12 35108
4 5 126699
10 2 133991
11 10 50071
38 25 186993
17 14 43292
29 9 60969
36 32 133544
36 27 78182
7 27 86825
6 8 38847
8 2 61478
24 3 192670
30 39 22722
31 12 29898
18 38 109327
23 36 86973
32 8 98340
39 33 47027
6 39 51642
30 3 111168
33 30 28001
29 25 134864
26 15 138178
26 10 177572
11 32 81578
2 22 74209
23 35 128406
34 41 122858
19 30 93971
25 3 207922
8 16 118174
21 26 286047
23 21 197487
11 25 138323
8 40 23765
16 34 176240
37 16 110839
10 30 82440
15 31 39759
17 23 61452
17 33 72348
25 10 184004
2 23 68656
3 17 157815
27 26 147609
33 28 170004
22 17 62301
7 8 69025
41 18 101892
12 35 166304
41 17 128589
24 8 87733
21 29 246122
24 34 122944
39 36 92590
20 13 207164
1 36 71716
24 37 60792
6 7 94573
3 23 99827
39 38 130999
41 33 130539
14 18 68552
8 13 105952
27 8 30262
28 18 185098
23 11 80523
37 8 55497
4 23 96338
24 22 121990
26 30 123578
9 17 49168
41 20 107618
39 37 71988
21 5 203230
35 36 203816
5 9 18077
15 19 108417
12 23 50365
14 34 93759
19 32 112131
27 39 43057
8 21 220823
2 12 63003
6 12 40372
20 4 170137
28 21 263179
31 16 137102
22 27 38289
11 34 157224
4 32 177972
5 24 90780
11 30 63418
21 18 189891
4 29 140086
27 11 87449
37 23 66371
36 38 156304
17 7 110837
41 12 105759
37 7 13528
29 40 73682
5 41 97498
17 19 137156
37 11 14152
38 1 110125
15 20 122043
16 17 141299
36 6 50735
22 13 147883
35 7 157556
2 21 207608
39 18 92329
39 17 67069
16 30 111943
35 27 154283
1 40 15686
41 28 226245
27 18 63430
7 4 125488
17 26 145405
38 14 107222
10 20 122400
2 36 73366
40 35 127977
31 37 74425
24 25 182752
32 30 92109
7 24 74320
41 22 128708
29 34 124450
14 7 91947
12 8 43187
31 35 159107
31 6 57775
36 3 184732
7 19 31177
9 32 57080
40 38 118189
13 26 179050
25 7 138947
3 35 206441
17 27 24012
31 23 42264
22 33 72467
32 16 68436
6 1 30768
5 30 16952
16 28 160530
19 1 95819
12 37 86222
29 30 59844
12 17 55799
39 2 74273
4 24 164437
13 40 117255
27 13 118140
38 37 93932
1 22 46314
30 37 49266
18 24 109412
41 39 119219
8 26 129809
41 19 8567
27 34 88637
11 36 136982
31 1 27007
22 6 51578
40 26 111808
40 23 429
20 14 136596
37 32 67426
24 12 114486
41 8 108769
18 16 87242
3 26 12410
21 27 196151
9 11 97071
31 7 87953
15 33 38905
24 9 108857
22 31 73321
6 20 140059
15 27 9431
21 14 215431
7 1 64642
35 30 133948
13 28
2 6 587666
4 11 330498
2 4 293133
13 11 341149
8 11 268947
13 1 144262
2 11 623631
10 8 83620
6 13 305184
13 12 248257
9 2 704634
1 4 133611
7 4 246723
2 1 392062
6 9 469318
10 6 316602
3 8 206897
6 12 150460
7 1 223892
2 3 526899
5 8 407541
3 5 470318
9 12 318858
12 10 259675
11 7 378743
5 10 327645
1 8 72060
8 9 448242
42 861
16 41 140345
17 5 80528
8 24 116670
14 3 83877
20 36 212252
30 34 28752
24 6 46849
1 35 37102
39 40 145827
12 2 90854
22 28 95830
40 31 90589
24 12 9316
15 28 219026
28 6 28742
41 38 131014
2 38 34680
17 19 119797
30 1 52925
10 16 96689
37 8 81085
42 26 104011
34 8 108331
34 16 126496
16 3 194101
3 29 160638
24 29 106189
19 22 157577
20 31 116853
7 33 171697
40 36 133392
4 26 135614
9 37 89552
24 21 36316
19 39 170906
26 5 143060
22 24 93583
5 16 146633
10 27 3926
8 14 124582
6 21 52432
26 37 50227
40 14 46649
31 5 140263
15 40 182172
39 1 153906
26 25 75164
2 15 254096
7 24 173945
25 33 60551
34 37 27246
17 41 93982
11 31 66931
20 42 98075
41 4 147243
4 34 88288
35 30 41681
26 2 165440
6 23 86080
37 20 120592
28 19 65715
25 31 74845
42 24 36846
2 30 103470
37 36 140731
12 18 128276
9 17 68188
28 17 58050
1 24 32514
14 37 43497
37 25 52685
34 17 18165
31 13 161820
20 41 103181
13 9 142371
14 2 106128
27 2 123589
26 30 106225
10 11 35482
32 41 83692
22 9 31554
7 42 194113
42 23 91729
36 21 143416
42 4 59781
9 19 127201
35 42 28991
16 25 124270
38 11 93098
39 3 192521
33 14 31701
23 36 172278
15 4 240062
16 14 142740
13 34 103843
8 4 171047
8 15 232927
32 19 109507
30 6 47518
18 6 103933
32 36 123314
26 6 94008
10 37 55078
17 33 33615
30 41 104569
36 6 141504
38 40 85595
24 5 86452
37 3 90034
15 11 217042
24 2 98216
11 20 94510
20 38 136260
14 29 114101
15 24 172558
30 32 36627
41 29 49377
13 17 122008
36 19 216165
15 37 189511
27 11 39408
34 29 97850
18 11 77175
25 14 73605
11 25 7914
30 19 122203
31 24 70484
22 38 136774
32 3 75501
38 7 205053
37 28 42787
11 42 36761
18 36 200564
14 4 104539
25 2 106104
11 23 59312
23 27 86524
18 14 145504
41 42 90020
37 22 57998
7 14 181857
2 36 205316
9 5 57127
8 18 59710
1 14 40424
22 5 88681
7 40 196004
19 18 120017
31 17 80310
20 21 68852
42 6 10003
29 6 121937
39 8 117590
29 5 135229
32 21 20102
13 20 173411
36 8 184147
3 20 164439
24 20 105152
7 21 177833
2 22 106722
13 16 118562
35 15 151290
17 35 31094
41 7 150622
22 40 100480
6 38 93707
28 34 55635
32 23 82592
32 40 38273
31 9 85813
25 40 30738
16 39 194261
22 18 82797
42 8 121676
5 27 111825
36 29 169161
23 9 24694
4 37 113580
18 16 209346
32 2 82002
9 33 81223
1 25 69988
42 40 1891
12 19 112194
21 3 95603
11 2 98190
16 37 135585
35 4 88772
13 32 111718
28 4 95968
27 9 61830
29 4 163863
17 29 116015
10 21 57763
1 29 122023
28 8 118917
23 5 81821
37 2 117123
28 38 95082
3 40 98024
38 9 105220
34 32 7875
28 2 96206
37 27 59004
3 10 97412
20 26 132194
31 33 77595
39 6 133950
28 18 75202
22 20 62594
28 13 114081
26 14 67964
16 35 121019
29 33 113300
34 1 24173
21 30 56729
9 4 116430
20 29 109142
19 26 130981
30 23 119219
6 17 56675
25 35 57838
4 20 147446
27 6 12650
27 24 42051
2 21 102104
16 7 283528
18 10 112657
22 32 89452
33 13 119293
11 32 45776
5 3 145739
7 8 133122
32 31 70020
16 23 166633
34 9 65773
11 6 26758
17 20 99228
28 42 38745
5 11 75810
15 21 192196
18 23 134199
21 22 69350
19 7 267238
12 7 166583
15 34 164219
30 13 115409
33 41 91267
6 37 63802
12 15 163242
32 1 16298
3 9 133399
30 8 135132
31 21 90122
13 29 189828
39 10 142657
9 39 126057
1 6 62683
13 23 167065
21 33 43427
12 35 11952
37 35 38221
40 35 30882
32 28 47760
32 6 46385
15 10 181560
23 31 110507
41 28 55243
37 42 53799
10 19 83385
42 1 52680
32 37 35121
1 13 128016
26 23 125835
3 23 158101
21 17 30392
39 25 115089
24 39 138072
7 28 205491
7 20 172629
34 2 89903
40 18 115827
15 17 182384
4 24 96627
6 3 106136
14 41 92068
4 27 54576
27 42 5205
8 25 124847
13 19 160000
26 10 102732
18 27 116583
18 39 134696
22 3 146622
10 24 38125
27 22 93384
41 27 92667
26 24 85812
17 18 133241
23 20 55734
3 28 122625
4 1 112461
24 32 16214
29 30 126602
19 38 156829
27 17 51877
15 39 115337
25 17 63997
10 33 45236
12 28 56612
19 25 55817
16 26 169345
13 12 102866
25 6 18860
11 34 53651
18 5 152985
32 38 47322
39 41 53916
38 8 140406
27 36 136706
38 25 101012
18 13 158461
33 23 105917
7 17 168021
40 41 91911
5 19 139541
30 36 144191
25 15 209128
29 40 116383
30 15 192971
7 23 166283
6 40 11894
19 23 123043
27 16 100615
2 3 157503
5 30 106865
18 7 192832
23 25 67226
16 20 172979
32 7 157731
1 27 57885
34 40 30398
15 32 172094
8 40 123567
15 9 230014
39 27 146583
36 38 170638
30 14 45003
41 34 75817
34 35 12929
26 13 177148
16 28 134155
20 10 96796
22 34 85244
19 1 125805
27 13 80541
9 1 74196
16 29 189722
14 9 82024
14 38 71448
34 5 78113
22 25 101760
26 28 69234
36 24 123778
26 17 95638
41 24 84156
9 18 109505
41 6 80017
24 34 8339
12 25 56377
32 4 96163
15 41 169253
19 27 87311
13 38 112228
35 32 20804
17 14 34416
34 19 113171
40 11 38652
7 11 203507
11 37 44771
19 31 124319
11 33 68465
42 17 46672
17 10 47951
4 38 143485
22 42 98589
2 9 75168
12 21 28954
23 21 62490
25 36 160348
29 28 104620
8 31 77346
38 12 56174
22 1 105750
11 8 116933
7 3 223857
3 15 231845
10 9 65756
19 42 84664
9 26 101141
23 17 92882
34 20 96813
2 16 66771
13 22 121838
27 34 33712
27 25 31494
41 23 96835
30 33 13302
33 32 23325
41 26 29000
22 41 40587
39 30 158485
20 2 106208
6 9 74480
11 39 107175
15 20 261032
21 39 132863
26 8 92674
22 39 94503
27 21 61689
42 15 180309
21 9 37796
5 37 105359
12 9 66750
16 1 150648
6 7 204116
24 13 112182
5 14 94364
12 11 54628
1 5 86536
8 10 120397
40 12 29421
23 2 99862
13 2 77548
19 11 63731
22 15 209845
41 36 120473
3 4 154922
14 36 131690
2 5 124649
18 2 171397
1 31 86318
3 36 183075
13 4 135117
34 31 62145
28 39 109159
23 8 79335
30 18 151451
15 7 319875
7 27 193247
3 31 124933
22 29 89964
41 3 138605
35 26 88448
6 34 38510
31 10 89977
15 14 180470
31 26 15328
11 36 168262
25 5 83724
13 5 181956
36 17 133604
14 19 129422
30 7 158379
37 41 48571
41 19 116990
19 20 158241
34 3 67626
40 26 105902
7 34 165606
28 31 68915
21 4 116265
13 42 75336
15 27 185486
17 16 138483
40 21 58375
2 31 152022
41 1 99990
38 34 55197
7 35 178535
33 26 92923
13 10 76615
16 12 125498
42 16 97968
13 35 104327
12 1 25150
5 33 93563
20 9 31040
5 42 106620
18 26 82436
12 20 97790
36 35 102510
33 16 141925
30 40 41964
42 14 44758
25 34 57354
8 1 128837
37 21 55223
36 15 48795
23 29 102796
38 5 117560
17 38 37032
22 35 96219
19 3 168560
17 1 26588
6 12 37533
39 29 103293
30 16 135483
9 16 141939
32 18 122951
35 19 113655
30 11 74276
31 12 61168
35 21 40906
27 38 88909
27 31 93903
21 25 33588
22 16 173493
33 4 102746
13 37 129135
38 16 101451
34 26 77473
21 38 67424
12 26 76496
22 17 99742
14 32 24126
21 19 89405
19 15 264945
21 42 56484
4 40 61672
29 10 113213
14 23 106718
34 18 129253
8 13 98751
35 10 30270
11 17 56066
35 3 80555
29 26 51033
29 37 70604
39 33 145183
5 4 166401
1 7 141433
32 25 53690
42 9 67035
24 23 98806
25 7 211421
23 37 104083
42 38 83704
36 28 170246
10 25 27568
19 2 161921
6 15 190295
3 18 192041
35 28 67736
28 14 71886
12 29 96873
3 13 171469
40 9 68926
28 25 9898
22 36 161060
24 9 74112
9 29 78102
32 9 57898
34 36 115439
21 41 78933
24 3 59287
30 38 68797
9 36 181212
12 23 91444
1 26 101646
39 26 82916
6 19 74661
34 21 27977
7 4 247823
8 22 23087
27 12 32735
22 23 56248
3 12 68603
41 10 88741
41 12 74840
10 22 97310
8 20 85681
12 8 107354
22 30 114013
21 26 92924
5 6 102568
17 24 26504
28 24 63338
14 24 24590
28 21 27658
22 4 147960
28 40 40636
19 29 88614
2 29 153270
18 37 102011
3 27 100374
35 14 29180
5 40 108511
42 33 43957
42 29 114492
42 39 143936
24 19 109257
10 42 1279
37 31 34899
31 38 117342
8 27 116471
28 11 1984
26 15 166908
13 15 255617
40 23 93620
36 33 130889
9 35 78702
7 29 200013
28 10 37466
28 5 77794
7 31 164294
29 15 217941
3 17 85791
22 11 93846
7 36 271095
13 40 73445
22 14 101495
40 33 45848
25 42 28847
38 10 84983
39 2 201225
2 8 129809
2 42 118384
21 29 115898
40 20 99966
31 16 154017
7 10 195392
6 22 106034
29 25 110550
16 36 223529
5 8 111768
27 32 41587
33 19 116368
30 27 34891
6 20 105520
33 8 123781
1 28 64058
8 35 119306
13 6 85339
9 8 54641
39 32 137608
37 40 55690
36 39 66557
15 16 240292
28 33 70449
27 26 106658
8 17 103374
10 1 53959
8 3 169709
31 15 182236
34 33 15450
11 21 25674
41 31 13672
27 35 34196
5 21 50136
42 31 88698
33 15 179669
36 31 133456
11 1 62074
33 3 52176
10 36 132780
41 8 63674
18 33 144703
20 1 105236
37 1 51419
35 29 108825
24 18 137592
21 16 154452
29 11 102636
32 10 37661
31 29 35705
12 30 29729
29 32 105725
11 26 67250
20 25 102424
24 40 38737
25 13 104183
24 11 61354
41 35 86792
17 4 106453
10 30 38794
38 29 153047
26 22 69587
18 20 140545
6 10 8724
34 23 90467
37 7 168033
38 24 63536
20 32 88945
9 28 65454
4 31 148479
1 36 139612
17 30 31758
11 3 120641
3 42 96133
21 13 131820
41 5 129069
32 26 85348
12 32 8852
12 17 19142
4 23 141100
39 13 202064
20 5 80140
30 28 76260
5 7 163168
12 39 128756
10 4 58502
22 12 84267
14 12 17228
24 33 7111
23 35 97235
32 42 36382
19 8 179727
38 37 82443
24 37 35585
8 29 91113
37 12 26269
42 36 131501
28 23 61296
19 40 86555
3 26 140276
6 14 54761
41 2 147318
10 40 3170
40 27 7096
22 31 54259
39 4 167964
16 32 134350
40 2 120275
37 19 108502
4 11 93984
33 38 70647
21 14 44228
5 32 70246
33 6 53960
34 10 29786
13 36 206837
12 33 16427
9 30 94525
20 35 109742
15 38 219416
11 9 63470
14 10 46037
8 6 129121
17 37 45411
18 25 85089
25 24 53440
23 15 221058
1 23 98890
13 14 120094
35 33 28379
40 16 99859
26 36 118128
25 30 66362
2 4 178165
11 14 69902
33 1 39623
13 11 112097
33 20 112263
30 37 55998
14 27 49963
21 1 36400
41 13 148148
16 4 155201
39 7 204538
13 7 231873
18 15 249344
1 40 54571
18 38 170273
37 33 42696
38 35 68126
7 2 216757
20 30 125565
29 18 31403
8 32 112539
3 1 91799
25 41 61173
26 7 179622
17 39 147898
1 18 139249
41 18 80780
21 8 92437
16 24 134814
19 4 141887
2 10 119663
7 9 141589
39 38 184930
9 41 72141
33 22 100694
3 25 112727
27 20 92870
10 5 107899
27 29 109287
17 2 71712
39 37 102487
18 35 140228
12 42 27530
4 12 87311
31 35 73120
17 32 10290
34 39 129733
31 14 78396
6 31 93689
39 20 157097
21 18 102849
2 6 124948
38 26 132670
11 41 53259
25 4 86070
5 12 79090
3 38 122823
35 5 91042
30 3 65478
4 6 67245
1 2 98300
34 42 28507
22 7 110059
36 5 193552
23 10 90450
23 39 105721
5 15 242332
4 18 171159
1 15 180017
36 4 191282
16 8 196580
30 31 90897
30 24 20413
2 33 105327
35 24 21268
16 19 180074
18 31 67108
35 2 102806
25 9 71384
6 16 105413
39 5 182985
28 27 41392
39 31 67588
23 38 129914
30 4 89444
40 17 48563
42 18 113936
35 6 38994
14 34 16251
35 11 65752
28 20 96494
20 14 113064
35 39 140708
12 34 977
33 27 48170
16 11 132171
1 38 63620
12 10 28809
39 14 145984
42 30 40073
12 36 114462
7 4
6 5 522813
4 5 845475
7 6 855540
3 1 927395
31 303
15 27 194472
15 31 207197
22 5 144984
1 7 179346
27 13 183274
9 15 140141
14 16 195109
1 18 164069
29 25 173083
21 4 119538
20 30 115542
29 1 20922
29 18 143147
29 30 126438
27 1 186442
7 12 196392
17 27 181598
13 10 314645
11 29 93050
24 2 163164
17 26 128286
20 26 48147
19 23 282659
13 22 226386
9 7 256432
21 19 260145
16 24 123023
20 21 141223
30 26 67395
1 19 150344
18 25 225046
22 20 88607
26 1 95312
22 6 166923
6 10 311798
1 4 203894
26 27 148321
19 3 244647
20 18 185945
31 25 133069
31 18 157497
28 23 121171
15 12 158509
4 9 116460
2 1 78790
6 3 101979
13 28 106887
11 22 159938
26 22 136754
8 9 347479
29 24 83010
9 5 194522
12 19 111263
27 10 265244
20 4 61493
14 7 159876
19 10 376304
18 7 230200
19 26 209682
9 18 146876
7 19 132762
8 14 250923
17 28 135233
24 28 137962
28 11 30131
27 12 225523
17 3 42451
14 28 82789
1 12 39081
25 5 181776
16 15 177515
30 31 133432
26 18 146166
11 17 105102
28 5 131874
4 15 63489
25 20 139662
27 5 200705
21 3 115770
10 18 243211
16 23 43934
16 4 175205
2 4 151975
26 8 166497
15 5 137661
24 19 212432
20 13 148087
12 2 117871
11 21 117932
16 3 197625
9 17 269509
27 28 155268
26 29 116234
15 26 46151
17 22 219971
13 14 179368
14 19 203124
23 11 91040
30 3 116453
6 26 102988
14 12 202094
26 28 6947
16 11 134974
25 30 174311
20 24 179162
17 2 130642
26 2 134637
16 21 128068
30 14 126987
11 2 150918
22 8 297941
14 6 192724
8 17 248415
11 27 171505
27 8 187388
19 28 202735
13 3 14105
4 29 224816
8 25 183724
29 17 72774
21 25 173628
10 1 304122
19 15 163531
25 24 228340
7 26 84034
30 27 80926
5 7 208961
14 25 181251
28 9 179345
18 11 169350
1 21 125171
13 2 187198
24 13 184587
2 19 229134
3 1 94303
28 4 102693
4 6 211570
7 30 151429
31 7 225746
25 7 92677
29 20 163815
1 28 102259
2 25 230144
19 5 179959
24 26 131015
21 18 51418
6 23 170844
28 2 127690
17 5 81467
15 6 149139
18 23 120584
4 24 240655
24 6 92050
